adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,200383,tt0114622,en,North Star,"Set during the Alaskan gold rush of the late 1800's. In his efforts to gain control of a small mining town, Sean McLennon is buying up every mining claim that becomes available, usually after the deaths of the previous owners at the hands of McLennon's 'assistants'. One of the miners targeted by McLennon, a half-Indian hunter named Hudson Saanteek, manages to escape his hired thugs and comes back into town looking to re-establish his claim and get revenge. McLennon and his men have the advantange of numbers and weapons, but Saanteek has his survival skills and knowledge of the Alaskan wilderness.","[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-03,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Where land is power and revenge is obsession.,North Star
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,116844,tt0112907,en,Drunks,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds, bars and parks where he bought drugs, the meeting goes on, and we hear the stories of survivors and addicts - some, like Louis, who claim to have wandered in looking for choir practice, who don't call themselves alcoholic, and others, like Joseph, whose drinking almost caused the death of his child - as they talk about their lives at the meeting","[{'name': 'Northern Lights Entertainment', 'id': 8816}, {'name': 'BMG Independents', 'id': 38567}, {'name': 'Kardana Films', 'id': 38692}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-03-14,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All they want is another shot...,Drunks
FALSE,,36000000,"[{'id': 18, 'name': 'Drama'}]",,1630,tt0117318,en,The People vs. Larry Flynt,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.","[{'name': 'Sony Pictures', 'id': 34}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-12,20300385,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"You may not like what he does, but are you prepared to give up his right to do it?",The People vs. Larry Flynt
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,26626,tt0116422,en,Glory Daze,"It's punk rock meets Animal House in this campus comedy that stars Ben Affleck as Jack, a soon-to-be graduate who finds he's having a difficult time letting go of the college life -- and decides maybe he doesn't have to. Also questioning whether there's life after college are Jack's roommates: Rob, who fears domestication; comic-strip artist Mickey, who's shy around girls; intellectual party animal Slosh; and perpetual student Dennis.","[{'name': 'Woodward Productions', 'id': 39526}, {'name': 'Weiny Bro Prods.', 'id': 39527}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-01,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,True or False.,Glory Daze
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,124837,tt0117320,en,A Perfect Candidate,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",[],[],1996-06-19,0,105.0,[],Released,"In the Voting Booth, No One Can Hear You Scream",A Perfect Candidate
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,11816,tt0082846,en,On Golden Pond,"The loons are back again on Golden Pond and so are Norman Thayer, a retired professor, and Ethel who have had a summer cottage there since early in their marriage. This summer their daughter Chelsea -- whom they haven't seen for years -- feels she must be there for Norman's birthday. She and her fiance are on their way to Europe the next day but will be back in a couple of weeks to pick up the fiance's son. When she returns Chelsea is married and her stepson has the relationship with her father that she always wanted. Will father and daughter be able to communicate at last?","[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-12-04,19255967,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,when life is at its finest...when love is at its fullest...,On Golden Pond
FALSE,"{'id': 937, 'name': 'The Pink Panther (Original) Collection', 'poster_path': '/xu6gZ0zGUSR8SC2QLKFaUrX2niM.jpg', 'backdrop_path': '/6KE7AguGR3UqwUn5RkzkoBc3MLy.jpg'}",5000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,11843,tt0072081,en,The Return of the Pink Panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,"[{'name': 'United Artists', 'id': 60}, {'name': 'Jewel Productions', 'id': 10257}, {'name': 'Pimlico Films', 'id': 10258}, {'name': 'Incorporated Television Company (ITC)', 'id': 15980}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1975-05-21,41833347,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Return of the Pink Panther
FALSE,,6788000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",,10379,tt0101775,en,Drop Dead Fred,"When Elizabeth returns to her mother's home after her marriage breaks up, she recreates her imaginary childhood friend, Fred, to escape from the trauma of losing her husband and her job. In between the chaos and mayhem that Fred creates, Elizabeth attempts to win back her husband and return to normality.","[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-04-19,13878334,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Dishes. Relationships. Wind. This guy breaks everything.,Drop Dead Fred
FALSE,,70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,2756,tt0096754,en,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lightstorm Entertainment', 'id': 574}, {'name': 'Pacific Western', 'id': 1280}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-08-09,90000098,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"There's everything you've ever known about adventure, and then there's The Abyss.",The Abyss
FALSE,,1000000,"[{'id': 27, 'name': 'Horror'}]",http://www.theofficialjohncarpenter.com/the-fog/,790,tt0080749,en,The Fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.","[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'EDI', 'id': 495}, {'name': 'Debra Hill Productions', 'id': 498}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-02-08,21378361,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lock your doors. Bolt your windows. There's something in THE FOG!,The Fog
FALSE,"{'id': 115838, 'name': 'Escape From ... Collection', 'poster_path': '/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg', 'backdrop_path': '/c9mWaF2oeodriDLqYQr425sasxo.jpg'}",6000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",http://www.theofficialjohncarpenter.com/escape-from-new-york/,1103,tt0082340,en,Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.","[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'Goldcrest Films International', 'id': 500}, {'name': 'International Film Investors', 'id': 502}, {'name': 'City Film', 'id': 664}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-05-22,50244700,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York
FALSE,"{'id': 174218, 'name': 'The Howling Collection', 'poster_path': '/ci6CZhFFLm0r3fDomXlRAmCEesr.jpg', 'backdrop_path': '/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg'}",1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,11298,tt0082533,en,The Howling,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.","[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'International Film Investors', 'id': 502}, {'name': 'Wescom Productions', 'id': 10312}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-04-03,17985893,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Imagine your worst fear a reality,The Howling
FALSE,"{'id': 39460, 'name': 'The Water of the Hills Collection', 'poster_path': '/zEpjz1iP9zPzsceOfoXDfY6VlWU.jpg', 'backdrop_path': None}",4940939,"[{'id': 18, 'name': 'Drama'}]",,4480,tt0091288,fr,Jean de Florette,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.","[{'name': 'Renn Productions', 'id': 82}, {'name': 'Films A2', 'id': 875}, {'name': 'DD Productions', 'id': 1524}, {'name': 'AMLF', 'id': 1869}, {'name': 'Télévision Suisse-Romande (TSR)', 'id': 8453}, {'name': 'RAI Radiotelevisione Italiana', 'id': 20091}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1986-08-27,0,120.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Jean de Florette
FALSE,"{'id': 39460, 'name': 'The Water of the Hills Collection', 'poster_path': '/zEpjz1iP9zPzsceOfoXDfY6VlWU.jpg', 'backdrop_path': None}",0,"[{'id': 18, 'name': 'Drama'}]",,4481,tt0091480,fr,Manon des Sources,"In this, the sequel to Jean de Florette, Manon (Beart) has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.","[{'name': 'Renn Productions', 'id': 82}, {'name': 'Films A2', 'id': 875}, {'name': 'DD Productions', 'id': 1524}, {'name': 'AMLF', 'id': 1869}, {'name': 'RAI Radiotelevisione Italiana', 'id': 20091}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1986-11-19,0,120.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Manon of the Spring
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,49688,tt0107274,es,Johnny cien pesos,"Based on real events, 17-year-old Johnny García becomes involved with four older thugs who are planning to rob a money-laundering business masquerading as a video store. As they try to escape, a swarm of exploitative media attention awaits.","[{'name': 'Vision Comunicaciones', 'id': 79619}, {'name': 'Catalina Cinema', 'id': 79620}, {'name': 'Arauco Films', 'id': 79621}]","[{'iso_3166_1': 'CL', 'name': 'Chile'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",1993-01-01,0,90.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Johnny 100 Pesos
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,10765,tt0081375,en,Private Benjamin,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-10-06,0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Private Benjamin
FALSE,,400000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",http://www.sonypictures.com/cthe/montypython/,762,tt0071853,en,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".","[{'name': 'Python (Monty) Pictures Limited', 'id': 416}, {'name': 'Michael White Productions', 'id': 463}, {'name': 'National Film Trustee Company', 'id': 464}, {'name': 'Twickenham Film Studios', 'id': 465}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1975-03-13,5028948,91.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Monty Python and the Holy Grail
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,44497,tt0116587,en,Hustler White,"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema.","[{'name': 'Jürgen Brüning Filmproduktion', 'id': 1373}, {'name': 'Dangerous to Know Swell Co.', 'id': 56302}, {'name': 'Hustler White Productions', 'id': 56303}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1996-07-19,127251,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,See it with someone you've paid for.,Hustler White
FALSE,,0,[],,85588,tt0112777,en,Dadetown,"Interviews in the Michael Moore/""Roger and Me"" tradition examine life in small-town America, class conflicts and the collapse of an upstate New York community, Dadetown, when the town's once-prosperous factory, reduced to the manufacture of paper clips and staples, finally closes. Facing massive unemployment, the blue-collar Dadetown residents next find yuppies moving into town to staff the local division of a big computer outfit.",[],[],1995-09-02,0,93.0,[],Released,,Dadetown
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,278621,tt0116245,en,Everything Relative,Old college chums get together for a weekend reunion that is bound to open old wounds and perhaps heal them. New romances find a spark while old ones rekindle.,"[{'name': 'Big Sister Production', 'id': 44467}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-13,0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Everything Relative
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,99479,tt0116212,en,Entertaining Angels - The Dorothy Day Story,"""Entertaining Angels"" is an interesting title for this movie about the 1920's and 30's social activist, Dorothy Day, for it can be regarded that what this woman did, sometimes single-handedly, always controversially, in her fight against social injustice would, indeed, be wonderful entertainment for angels... or it could mean that her work was for the benefit of the 'angels' at the bottom of the social ladder for whom she fought daily against those who would hold them down... this included her work as a suffregette. However it is meant, this film captures much of the real-life drama that took place on big city streets, and of the very personal trials which eventually led her to convert to roman Catholicism, and a dedication to helping the poor.",[],[],1996-09-27,0,112.0,[],Released,,Entertaining Angels - The Dorothy Day Story
FALSE,,500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,55049,tt0117968,en,Trois vies et une seule mort,"Raoul Ruiz’s enthralling thriller is made up of four intertwining stories of bizarre occurrences in Paris featuring a man who was stolen away by fairies, a professor who becomes a tramp, the lovers who inherit a chateau – and the last tale that connects all that has gone before.","[{'name': 'Canal+', 'id': 5358}, {'name': 'Gemini Films', 'id': 6584}, {'name': 'Madragoa Filmes', 'id': 11143}, {'name': 'La Sept Cinéma', 'id': 16366}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]","[{'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1996-05-15,0,123.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Three Lives and Only One Death
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,124829,tt0116886,en,The Line King: The Al Hirschfeld Story,"The childhood, adolescence, and incredible adult years of Al Hirschfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years. He is still drawing in his nineties. His interesting domestic life, political, and cultural views are highlights. In addition, he talks about himself a bit - seriously and lightly.(At one point he he claims that his only form of exercise has been to live in his Manhattan townhouse: stairs). He drives his car around Manhattan - an adventure in itself. Brief interviews with, and reminiscences of many friends and associates.",[],[],1996-09-27,0,86.0,[],Released,,The Line King: The Al Hirschfeld Story
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,79306,tt0117677,de,Snowriders,"Spectacular shots of snowcapped peaks and extreme skiers gracefully defying gravity, not to mention common sense, are the highlights of this entertaining video from the venerable guru of skiing movies, Warren Miller. Sparing no expense, Miller's film crews span the globe, shooting snowboarders careening down absurdly steep Alaskan peaks, ski guides helicoptering to remote slopes in British Columbia, and hardy (and uninhibited) Scotsmen who boldly catch some ""big air"" in kilts. This video is fraught with offbeat humor, including shots of a snowshoe race that could have been filmed by Mack Sennett, and footage of ""face jumping,"" the oddball diversion of hurling oneself off Alpine glaciers and parachuting to earth. Miller's gentle narration, replete with trademark corny remarks reminiscent of old movie newsreels, mixes with a musical soundtrack of contemporary rock that is often uncannily synched with the astounding footage of extreme skiing.","[{'name': 'Warren Miller Entertainment', 'id': 17183}]",[],1996-10-17,2035470,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Man Wasn't Meant To Fly... Until Now!,Snowriders
FALSE,,0,[],,356054,tt0112759,en,Curtis's Charm,"This film, based on a Jim Carroll short story, recounts the tale of Curtis and his encounter with voodoo. Curtis is a drug addict who has become paranoid, thinking that his wife's mother has cast evil spells on him. He meets his friend Jim and asks him for help in counteracting her black magic. Jim tries to reason with his friend, but when that fails, he decides to play along and make him a talisman. Drawing a snake on a scrap of paper and mumbling an incantation, Jim gives him this charm. This immediately solves Curtis's problems...or does it?",[],[],1995-09-18,0,74.0,[],Released,,Curtis's Charm
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,10548,tt0118147,en,When We Were Kings,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.","[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'David Sonenberg Production', 'id': 8738}, {'name': 'Das Films', 'id': 8739}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-25,2666118,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The untold story of the Rumble in the Jungle.,When We Were Kings
FALSE,"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/993pCCMO9g9RQUtNDxQgE1B330H.jpg', 'backdrop_path': '/huyrvVKEKa9czUY89fnvaAVAtkX.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://www.wallaceandgromit.com/films/the-wrong-trousers,531,tt0108598,en,The Wrong Trousers,"Gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue.","[{'name': 'Aardman Animations', 'id': 297}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1993-12-17,0,30.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Winner of the 1993 Academy Award for Best Animated Short.,The Wrong Trousers
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,104931,tt0110173,fr,JLG/JLG - autoportrait de décembre,"Director Jean-Luc Godard reflects in this movie about his place in film history, the interaction of film industry and film as art, as well as the act of creating art.","[{'name': 'Gaumont', 'id': 9}, {'name': 'Peripheria', 'id': 33266}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1995-03-08,0,62.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,JLG/JLG: Self-Portrait in December
FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",,4483,tt0084589,fr,Le Retour de Martin Guerre,"During the medieval times, Martin Guerre returns to his hometown in the middle of France, after being away in the war since he was a child. Nobody recognise him, and the people who knew him suspect he is not Martin, but he knows all about his family and friends, even the most unusual things. Is this man really Martin Guerre?","[{'name': 'Dussault', 'id': 2408}, {'name': 'Société Française de Production (SFP)', 'id': 6849}, {'name': 'France 3 (FR3)', 'id': 36079}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1982-05-12,0,122.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Return of Martin Guerre
FALSE,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,18919,tt0109781,cs,Faust,"A very free adaptation of Marlowe's 'Doctor Faustus', Goethe's 'Faust' and various other treatments of the old legend of the man who sold his soul to the devil. Svankmajer's Faust is a nondescript man who, after being lured by a strange map into a sinister puppet theatre, finds himself immersed in an indescribably weird version of the play, blending live actors, clay animation and giant puppets.","[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Athanor', 'id': 3554}, {'name': 'Lumen Films', 'id': 6216}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Heart of Europe Prague K Productions', 'id': 23483}, {'name': 'Kominsk', 'id': 23484}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-09-10,0,97.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'la', 'name': 'Latin'}]",Released,,Faust
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,31556,tt0040427,en,He Walked by Night,"This film-noir piece, told in semi-documentary style, follows police on the hunt for a resourceful criminal who shoots and kills a cop.","[{'name': 'Bryan Foy Productions', 'id': 5229}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-11-24,0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Savage TRUTH! Stronger than Fiction!,He Walked by Night
FALSE,,0,"[{'id': 80, 'name': 'Crime'}]",,26167,tt0040723,en,Raw Deal,"In this film noir classic, a revenge-seeking gangster (Dennis O'Keefe) is sent to prison after being framed for a crime he didn't commit. After seducing a beautiful young woman, he uses her to help him carry out his plot for vengeance, leading him to the crazy pyromaniac (Raymond Burr) who set him up.","[{'name': 'Eagle-Lion Films', 'id': 4927}, {'name': 'Edward Small Productions', 'id': 13479}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-05-26,0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Bullets!  Women! -- Can't Hold a Man Like That!,Raw Deal
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,26174,tt0039881,en,T-Men,"Two U.S. Treasury (""T-men"") agents go undercover in Detroit, and then Los Angeles, in an attempt to break a U.S. currency counterfeiting ring.","[{'name': 'Edward Small Productions', 'id': 13479}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1947-12-15,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Terrific... and true!,T-Men
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,61461,tt0034493,it,I bambini ci guardano,"The film follows a four-year old boy named Prico as he becomes the subject of emotional folly by his fluctuant parents and inattentive relatives.  In his first collaboration with renowned screenwriter and longtime partner Cesare Zavattini, Vittorio De Sica examines the cataclysmic consequences of adult folly on an innocent child. Heralding the pair’s subsequent work on some of the masterpieces of Italian neorealism, The Children Are Watching Us is a vivid, deeply humane portrait of a family’s disintegration.","[{'name': 'Scalera Film S.p.a.', 'id': 6084}, {'name': 'Invicta Films', 'id': 22965}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1944-10-27,0,84.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Children Are Watching Us
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,117500,tt0039004,en,La symphonie pastorale,"A minister falls in love with a blind young woman he sheltered, but so does his son.",[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1946-09-26,0,110.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Pastoral Symphony
FALSE,,0,[],,218713,tt0026465,en,Here Comes Cookie,"A scatterbrained heiress opens her home to a succession of unemployed actors and vaudeville performers, then decides to produce her own show, much to the consternation of her father, her sister and her sister's boyfriend, who is actually after the young girl's money.",[],[],1935-09-10,0,65.0,[],Released,,Here Comes Cookie
FALSE,,0,[],,217802,tt0026656,en,Love In Bloom,A young girl runs away from her carnival family to make it in New York and becomes involved with a young songwriter.,[],[],1935-04-20,0,75.0,[],Released,,Love In Bloom
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,127973,tt0025799,en,Six of a Kind,"The Whinneys share expenses for their trip to Hollywood with George and Gracie and their great Dane. A clerk in Whinney's bank has put fifty thousand dollars in a suitcase, hoping to rob Whinney on the road, but instead Whinney takes another road and is himself arrested in Nevada.","[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-02-09,0,62.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Six of a Kind
